"SITENO"	"GRIDREF"	"EAST"	"NORTH"
"2698"	"NS885978"	"288500"	"697800"
"3323"	"TG370233"	"637000"	"323300"
"3425"	"SE324632"	"432400"	"463200"
"3835"	"SU855553"	"485500"	"155300"
"3912"	"SP326658"	"432600"	"265800"
"4203"	"NS247720"	"224700"	"672000"
"1474"	"TQ153339"	"515300"	"133900"
"1548"	"TR392663"	"639200"	"166300"
"1830"	"SX424706"	"242400"	"70600"
"2295"	"ST345044"	"334500"	"104400"
"2591"	"ST471652"	"347100"	"165200"
"1383"	"SP502038"	"450200"	"203800"
"1468"	"TQ309072"	"530900"	"107200"
"1470"	"SU972128"	"497200"	"112800"
"1471"	"SU820285"	"482000"	"128500"
"1473"	"SU920160"	"492000"	"116000"
"1476"	"TQ079016"	"507900"	"101600"
"1477"	"SU898017"	"489800"	"101700"
"1478"	"TQ515417"	"551500"	"141700"
"1552"	"TR157636"	"615700"	"163600"
"1828"	"SW785599"	"178500"	"59900"
"1829"	"SX000394"	"200000"	"39400"
"1831"	"SW935581"	"193500"	"58100"
"1832"	"SW364224"	"136400"	"22400"
"2072"	"TQ340724"	"534000"	"172400"
"2294"	"SY494886"	"349400"	"88600"
"2296"	"SU074058"	"407400"	"105800"
"2297"	"SU078017"	"407800"	"101700"
"2589"	"ST717936"	"371700"	"193600"
"2590"	"ST605605"	"360500"	"160500"
"2592"	"ST457752"	"345700"	"175200"
"2593"	"ST474325"	"347400"	"132500"
"2594"	"ST563746"	"356300"	"174600"
"3121"	"TL931352"	"593100"	"235200"
"3122"	"TM456726"	"645600"	"272600"
"3123"	"TM468717"	"646800"	"271700"
"3258"	"TQ783857"	"578300"	"185700"
"3311"	"TF753114"	"575300"	"311400"
"3427"	"TA044844"	"504400"	"484400"
"3550"	"J292669"	"329200"	"366900"
"3551"	"J330692"	"333000"	"369200"
"3628"	"SO463924"	"346300"	"292400"
"3629"	"SP004186"	"400400"	"218600"
"3632"	"SO825345"	"382500"	"234500"
"3633"	"SO770470"	"377000"	"247000"
"3634"	"SO792785"	"379200"	"278500"
"3836"	"SU315277"	"431500"	"127700"
"3062"	"SS905865"	"290500"	"186500"
"3256"	"TQ363871"	"536300"	"187100"
"3549"	"J307677"	"330700"	"367700"
"3630"	"SO760465"	"376000"	"246500"
"1609"	"SK963233"	"496300"	"323300"
"1611"	"SK954225"	"495400"	"322500"
"1612"	"SK943233"	"494300"	"323300"
"10056"	"SS653485"	"265300"	"148500"
"10214"	"SX707729"	"270700"	"72900"
"10445"	"ST854106"	"385400"	"110600"
"10517"	"SS657482"	"265700"	"148200"
"10518"	"SX689716"	"268900"	"71600"
"10519"	"SX720682"	"272000"	"68200"
"10520"	"SS753488"	"275300"	"148800"
"10521"	"SS645474"	"264500"	"147400"
"10522"	"SS660468"	"266000"	"146800"
"10523"	"SY969872"	"396900"	"87200"
"10524"	"SJ167087"	"316700"	"308700"
"10526"	"TR125629"	"612500"	"162900"
"10527"	"TR190644"	"619000"	"164400"
"2715"	"SJ282792"	"328200"	"379200"
"2714"	"SJ286767"	"328600"	"376700"
